"A0","A1","A2","A3","A4","A5","ardno_usec_snce_lst_read","python_datetime"
"189","189","190","191","198","209","20000
","2019-09-30 12:35:16.904307"
"189","190","190","191","198","209","20000
","2019-09-30 12:35:16.924712"
"189","190","191","192","200","210","20000
","2019-09-30 12:35:16.941582"
"189","190","191","191","200","210","20000
","2019-09-30 12:35:16.962133"
"189","190","191","191","198","205","20000
","2019-09-30 12:35:16.982636"
"189","190","191","191","197","203","20000
","2019-09-30 12:35:17.002903"
"189","189","190","191","197","203","20000
","2019-09-30 12:35:17.023463"
"189","190","191","192","198","204","20000
","2019-09-30 12:35:17.043891"
"189","190","191","192","199","208","20000
","2019-09-30 12:35:17.064115"
"189","190","190","191","197","206","20000
","2019-09-30 12:35:17.084422"
"189","190","191","191","196","204","20000
","2019-09-30 12:35:17.104949"
"189","190","191","191","196","201","20000
","2019-09-30 12:35:17.121766"
"189","190","191","191","197","203","20000
","2019-09-30 12:35:17.142379"
"189","190","191","192","198","203","20000
","2019-09-30 12:35:17.162606"
"190","190","190","192","196","201","20000
","2019-09-30 12:35:17.183300"
"189","189","190","191","194","202","20000
","2019-09-30 12:35:17.203524"
"189","190","190","191","195","200","20000
","2019-09-30 12:35:17.223921"
"189","190","191","192","197","205","20000
","2019-09-30 12:35:17.244294"
"190","190","191","192","197","205","20000
","2019-09-30 12:35:17.264694"
"189","190","191","191","196","201","20000
","2019-09-30 12:35:17.281517"
"189","190","191","191","194","199","20000
","2019-09-30 12:35:17.302121"
"189","190","190","191","194","199","20000
","2019-09-30 12:35:17.322578"
"189","190","191","192","196","200","20000
","2019-09-30 12:35:17.342979"
"189","190","191","192","196","201","20000
","2019-09-30 12:35:17.363323"
"189","190","191","192","196","200","20000
","2019-09-30 12:35:17.383709"
"189","189","190","191","194","201","20000
","2019-09-30 12:35:17.404001"
"189","190","190","191","194","198","20000
","2019-09-30 12:35:17.424376"
"189","190","191","192","195","200","20000
","2019-09-30 12:35:17.444726"
"189","190","191","192","197","201","20000
","2019-09-30 12:35:17.461642"
"189","190","191","191","195","199","20000
","2019-09-30 12:35:17.482182"
"188","189","190","191","193","197","20000
","2019-09-30 12:35:17.502784"
"189","190","190","191","193","197","20000
","2019-09-30 12:35:17.523282"
"189","190","190","192","195","202","20000
","2019-09-30 12:35:17.543517"
"189","190","190","192","195","203","20000
","2019-09-30 12:35:17.563838"
"189","190","190","191","194","202","20000
","2019-09-30 12:35:17.584186"
"189","190","190","191","193","200","20000
","2019-09-30 12:35:17.604531"
"189","190","191","191","193","197","20000
","2019-09-30 12:35:17.624915"
"189","190","191","192","195","199","20000
","2019-09-30 12:35:17.641873"
"189","190","190","192","195","199","20000
","2019-09-30 12:35:17.662361"
"189","190","191","192","195","198","20000
","2019-09-30 12:35:17.682872"
"189","189","189","190","193","199","20000
","2019-09-30 12:35:17.703238"
"189","189","190","190","192","199","20000
","2019-09-30 12:35:17.723645"
"188","190","191","191","194","201","20000
","2019-09-30 12:35:17.744040"
"189","190","191","191","195","199","20000
","2019-09-30 12:35:17.764411"
"189","190","191","191","194","197","20000
","2019-09-30 12:35:17.784847"
"189","189","190","191","192","195","20000
","2019-09-30 12:35:17.801636"
"190","189","190","191","193","196","20000
","2019-09-30 12:35:17.822162"
"190","189","190","192","194","201","20000
","2019-09-30 12:35:17.842509"
"189","190","190","192","194","198","20000
","2019-09-30 12:35:17.863109"
"189","189","189","191","194","200","20000
","2019-09-30 12:35:17.883493"
"189","189","189","189","192","198","20000
","2019-09-30 12:35:17.903814"
"190","189","190","189","192","195","20000
","2019-09-30 12:35:17.924182"
"189","190","191","191","193","197","20000
","2019-09-30 12:35:17.944682"
"189","189","190","191","194","198","20000
","2019-09-30 12:35:17.965036"
"189","190","191","191","193","197","20000
","2019-09-30 12:35:17.982002"
"189","189","190","190","192","195","20000
","2019-09-30 12:35:18.002301"
"189","190","190","191","192","195","20000
","2019-09-30 12:35:18.022869"
"189","190","190","191","193","200","20000
","2019-09-30 12:35:18.043216"
"189","190","191","191","194","198","20000
","2019-09-30 12:35:18.063694"
"189","190","190","191","193","196","20000
","2019-09-30 12:35:18.084074"
"189","189","190","190","191","194","20000
","2019-09-30 12:35:18.104497"
"189","189","190","191","191","194","20000
","2019-09-30 12:35:18.124697"
"189","190","191","192","193","197","20000
","2019-09-30 12:35:18.145159"
"189","190","190","191","194","198","20000
","2019-09-30 12:35:18.161980"
"189","189","190","191","193","199","20000
","2019-09-30 12:35:18.182579"
"189","189","189","190","192","198","20000
","2019-09-30 12:35:18.203017"
"189","190","190","190","191","198","20000
","2019-09-30 12:35:18.223636"
"189","190","191","191","193","199","20000
","2019-09-30 12:35:18.243881"
"189","191","191","191","194","197","20000
","2019-09-30 12:35:18.264342"
"189","190","191","191","193","196","20000
","2019-09-30 12:35:18.284595"
"189","189","190","190","191","194","20000
","2019-09-30 12:35:18.305031"
"189","189","190","191","191","194","20000
","2019-09-30 12:35:18.322018"
"189","190","190","191","193","199","20000
","2019-09-30 12:35:18.342444"
"189","190","191","192","194","200","20000
","2019-09-30 12:35:18.362906"
"189","190","190","190","192","199","20000
","2019-09-30 12:35:18.383225"
"189","189","190","190","191","194","20000
","2019-09-30 12:35:18.403693"
"189","190","190","191","191","194","20000
","2019-09-30 12:35:18.424030"
"189","190","191","192","193","196","20000
","2019-09-30 12:35:18.444564"
"189","190","191","192","194","197","20000
","2019-09-30 12:35:18.464860"
"189","189","190","191","193","199","20000
","2019-09-30 12:35:18.485119"
"189","189","189","190","197","194","20000
","2019-09-30 12:35:18.502100"
"189","189","189","190","191","197","20000
","2019-09-30 12:35:18.522483"
"189","190","190","190","192","199","20000
","2019-09-30 12:35:18.543019"
"189","190","191","191","193","197","20000
","2019-09-30 12:35:18.563600"
"189","190","191","191","193","195","20000
","2019-09-30 12:35:18.583811"
"189","189","190","191","191","194","20000
","2019-09-30 12:35:18.604366"
"189","189","190","191","192","194","20000
","2019-09-30 12:35:18.624543"
"189","189","190","191","193","196","20000
","2019-09-30 12:35:18.644929"
"189","190","191","192","194","197","20000
","2019-09-30 12:35:18.665336"
"189","190","190","191","192","198","20000
","2019-09-30 12:35:18.682281"
"189","189","190","190","191","193","20000
","2019-09-30 12:35:18.702807"
"189","189","190","191","191","193","20000
","2019-09-30 12:35:18.723188"
"189","190","190","191","192","195","20000
","2019-09-30 12:35:18.743763"
"189","190","191","192","193","196","20000
","2019-09-30 12:35:18.764124"
"190","189","190","191","193","195","20000
","2019-09-30 12:35:18.784361"
"189","189","189","190","197","193","20000
","2019-09-30 12:35:18.804712"
"189","189","189","190","191","197","20000
","2019-09-30 12:35:18.825187"
"189","190","190","190","192","198","20000
","2019-09-30 12:35:18.842094"
"190","190","191","191","193","199","20000
","2019-09-30 12:35:18.862630"
"189","190","191","191","192","198","20000
","2019-09-30 12:35:18.882977"
"189","189","190","189","190","192","20000
","2019-09-30 12:35:18.903342"
"189","190","190","190","190","193","20000
","2019-09-30 12:35:18.923786"
"189","189","190","190","191","194","20000
","2019-09-30 12:35:18.944206"
"189","189","190","191","192","195","20000
","2019-09-30 12:35:18.964563"
"189","189","189","190","192","198","20000
","2019-09-30 12:35:18.984914"
"189","189","190","190","190","196","20000
","2019-09-30 12:35:19.005292"
"189","190","190","190","190","196","20000
","2019-09-30 12:35:19.022189"
"189","190","191","191","192","195","20000
","2019-09-30 12:35:19.042736"
"189","190","191","191","193","196","20000
","2019-09-30 12:35:19.063325"
"189","189","190","191","192","195","20000
","2019-09-30 12:35:19.083566"
"189","190","190","191","191","193","20000
","2019-09-30 12:35:19.104180"
"189","190","190","191","191","197","20000
","2019-09-30 12:35:19.124303"
"189","190","190","191","193","196","20000
","2019-09-30 12:35:19.144748"
"189","190","190","191","193","199","20000
","2019-09-30 12:35:19.165085"
"190","190","190","191","192","198","20000
","2019-09-30 12:35:19.185447"
"189","189","190","190","191","193","20000
","2019-09-30 12:35:19.202424"
"189","189","190","190","190","193","20000
","2019-09-30 12:35:19.222938"
"190","189","190","191","192","195","20000
","2019-09-30 12:35:19.243373"
"189","190","191","192","193","196","20000
","2019-09-30 12:35:19.263816"
"189","190","190","191","192","194","20000
","2019-09-30 12:35:19.284166"
"189","189","190","191","191","193","20000
","2019-09-30 12:35:19.304503"
"189","189","190","190","190","196","20000
","2019-09-30 12:35:19.324935"
"189","190","190","191","192","195","20000
","2019-09-30 12:35:19.345303"
"190","190","191","192","193","196","20000
","2019-09-30 12:35:19.362176"
"189","190","190","191","192","195","20000
","2019-09-30 12:35:19.382635"
"189","189","190","191","191","193","20000
","2019-09-30 12:35:19.403132"
"189","189","190","191","190","193","20000
","2019-09-30 12:35:19.423594"
"189","190","190","191","192","195","20000
","2019-09-30 12:35:19.443998"
"189","190","190","192","193","199","20000
","2019-09-30 12:35:19.464334"
"189","190","190","191","192","198","20000
","2019-09-30 12:35:19.484713"
"189","190","190","190","190","196","20000
","2019-09-30 12:35:19.505103"
"190","190","190","190","190","196","20000
","2019-09-30 12:35:19.525512"
"189","189","190","191","191","195","20000
","2019-09-30 12:35:19.542393"
"189","190","191","192","193","196","20000
","2019-09-30 12:35:19.562898"
"189","190","190","191","192","195","20000
","2019-09-30 12:35:19.583374"
"189","189","190","191","190","193","20000
","2019-09-30 12:35:19.603832"
"189","189","189","190","190","196","20000
","2019-09-30 12:35:19.624094"
"189","190","190","190","192","198","20000
","2019-09-30 12:35:19.644567"
"189","190","191","191","193","199","20000
","2019-09-30 12:35:19.664872"
"189","190","191","190","192","195","20000
","2019-09-30 12:35:19.685257"
"189","189","190","190","190","193","20000
","2019-09-30 12:35:19.705623"
"189","189","190","190","190","193","20000
","2019-09-30 12:35:19.722601"
"189","189","190","191","192","195","20000
","2019-09-30 12:35:19.743052"
"189","189","190","192","193","199","20000
","2019-09-30 12:35:19.763516"
"189","189","189","191","197","194","20000
","2019-09-30 12:35:19.783958"
"189","189","189","190","190","196","20000
","2019-09-30 12:35:19.804323"
"189","189","189","189","190","196","20000
","2019-09-30 12:35:19.824690"
"189","190","190","190","191","194","20000
","2019-09-30 12:35:19.845072"
"189","190","191","191","192","195","20000
","2019-09-30 12:35:19.865499"
"189","190","190","191","191","194","20000
","2019-09-30 12:35:19.882329"
"189","189","190","190","190","192","20000
","2019-09-30 12:35:19.902824"
"189","189","190","190","190","192","20000
","2019-09-30 12:35:19.923308"
"190","190","190","191","192","194","20000
","2019-09-30 12:35:19.943802"
"189","190","190","191","192","198","20000
","2019-09-30 12:35:19.964239"
"190","190","190","191","191","194","20000
","2019-09-30 12:35:19.984573"
"189","190","190","190","190","192","20000
","2019-09-30 12:35:20.004932"
"190","190","189","190","190","192","20000
","2019-09-30 12:35:20.025323"
"189","189","190","190","191","194","20000
","2019-09-30 12:35:20.045700"
"189","189","191","192","193","196","20000
","2019-09-30 12:35:20.062702"
"190","189","190","191","192","194","20000
","2019-09-30 12:35:20.083224"
"189","189","189","189","190","196","20000
","2019-09-30 12:35:20.103649"
"189","189","189","189","189","195","20000
","2019-09-30 12:35:20.123899"
"189","190","190","189","191","197","20000
","2019-09-30 12:35:20.144434"
"189","190","191","191","192","198","20000
","2019-09-30 12:35:20.164859"
"189","190","190","190","191","194","20000
","2019-09-30 12:35:20.185166"
"190","189","190","190","190","192","20000
","2019-09-30 12:35:20.205545"
"189","189","190","190","189","192","20000
","2019-09-30 12:35:20.225817"
"189","190","190","191","191","194","20000
","2019-09-30 12:35:20.242822"
"189","190","190","191","192","198","20000
","2019-09-30 12:35:20.263397"
"190","190","190","191","191","197","20000
","2019-09-30 12:35:20.283859"
"189","189","190","190","189","195","20000
","2019-09-30 12:35:20.304252"
"189","189","190","190","189","192","20000
","2019-09-30 12:35:20.324545"
"189","190","190","191","191","193","20000
","2019-09-30 12:35:20.344816"
"189","190","191","192","192","195","20000
","2019-09-30 12:35:20.365332"
"189","190","190","191","191","194","20000
","2019-09-30 12:35:20.385692"
"189","189","189","190","190","195","20000
","2019-09-30 12:35:20.402646"
"189","189","189","190","195","192","20000
","2019-09-30 12:35:20.423022"
"190","190","190","190","191","197","20000
","2019-09-30 12:35:20.443603"
"189","190","191","191","192","198","20000
","2019-09-30 12:35:20.464068"
"189","190","190","190","191","194","20000
","2019-09-30 12:35:20.484337"
"189","190","190","190","190","192","20000
","2019-09-30 12:35:20.504742"
"189","190","190","190","189","192","20000
","2019-09-30 12:35:20.525044"
"189","190","191","191","191","194","20000
","2019-09-30 12:35:20.545394"
"189","190","190","192","192","195","20000
","2019-09-30 12:35:20.565852"
"189","190","190","191","191","194","20000
","2019-09-30 12:35:20.582781"
"189","189","189","190","190","195","20000
","2019-09-30 12:35:20.603335"
"189","189","189","189","189","192","20000
","2019-09-30 12:35:20.623616"
"189","189","190","190","191","193","20000
","2019-09-30 12:35:20.644281"
"189","190","190","190","192","194","20000
","2019-09-30 12:35:20.664513"
"189","190","190","191","191","193","20000
","2019-09-30 12:35:20.685000"
"189","189","190","190","190","192","20000
","2019-09-30 12:35:20.705215"
"190","189","189","190","195","192","20000
","2019-09-30 12:35:20.725615"
"189","189","190","191","191","197","20000
","2019-09-30 12:35:20.745946"
"189","190","190","191","192","198","20000
","2019-09-30 12:35:20.762963"
"189","190","190","191","191","197","20000
","2019-09-30 12:35:20.783474"
"189","189","190","190","189","195","20000
","2019-09-30 12:35:20.804046"
"189","189","190","190","189","191","20000
","2019-09-30 12:35:20.824527"
"190","190","191","191","191","193","20000
","2019-09-30 12:35:20.844783"
"190","190","190","191","193","195","20000
","2019-09-30 12:35:20.865083"
"189","190","190","191","191","194","20000
","2019-09-30 12:35:20.885458"
"189","189","189","190","190","195","20000
","2019-09-30 12:35:20.905908"
"189","189","189","189","190","195","20000
","2019-09-30 12:35:20.922695"
"190","190","190","190","191","197","20000
","2019-09-30 12:35:20.943196"
"189","190","191","191","192","194","20000
","2019-09-30 12:35:20.963774"
"189","189","190","190","191","193","20000
","2019-09-30 12:35:20.984246"
"189","189","189","190","195","191","20000
","2019-09-30 12:35:21.004515"
"190","189","189","190","195","191","20000
","2019-09-30 12:35:21.024894"
"189","189","190","191","191","197","20000
","2019-09-30 12:35:21.045307"
"189","189","190","191","192","195","20000
","2019-09-30 12:35:21.065735"
"189","189","190","191","191","197","20000
","2019-09-30 12:35:21.086055"
"189","189","189","190","190","195","20000
","2019-09-30 12:35:21.103032"
"189","189","189","189","195","191","20000
","2019-09-30 12:35:21.123329"
"189","189","190","191","191","193","20000
","2019-09-30 12:35:21.143840"
"189","190","190","191","191","194","20000
","2019-09-30 12:35:21.164225"
"189","190","190","190","191","193","20000
","2019-09-30 12:35:21.184658"
"189","189","189","190","195","191","20000
","2019-09-30 12:35:21.205066"
"189","189","190","190","189","191","20000
","2019-09-30 12:35:21.225396"
"189","189","190","191","191","196","20000
","2019-09-30 12:35:21.245766"
"189","190","190","191","192","194","20000
","2019-09-30 12:35:21.266204"
"189","190","190","191","191","193","20000
","2019-09-30 12:35:21.283089"
"189","190","189","190","190","192","20000
","2019-09-30 12:35:21.303727"
"189","189","189","190","195","191","20000
","2019-09-30 12:35:21.323978"
"189","189","190","191","191","193","20000
","2019-09-30 12:35:21.344506"
"189","190","190","192","192","194","20000
","2019-09-30 12:35:21.364889"
"189","189","190","191","191","196","20000
","2019-09-30 12:35:21.385343"
"189","189","189","190","190","195","20000
","2019-09-30 12:35:21.405650"
"189","190","189","189","190","195","20000
","2019-09-30 12:35:21.426023"
"189","190","190","190","190","196","20000
","2019-09-30 12:35:21.442880"
"189","190","191","191","191","194","20000
","2019-09-30 12:35:21.463467"
"189","190","191","191","191","194","20000
","2019-09-30 12:35:21.483944"
"189","189","190","190","189","192","20000
","2019-09-30 12:35:21.504280"
"189","190","190","190","189","191","20000
","2019-09-30 12:35:21.524787"
"189","190","190","191","191","196","20000
","2019-09-30 12:35:21.545017"
"189","190","191","191","192","198","20000
","2019-09-30 12:35:21.565419"
"189","190","190","190","191","197","20000
","2019-09-30 12:35:21.585905"
"190","189","190","190","189","191","20000
","2019-09-30 12:35:21.606212"
"188","190","190","190","189","191","20000
","2019-09-30 12:35:21.623037"
"189","190","190","191","191","193","20000
","2019-09-30 12:35:21.643551"
"190","190","190","192","192","194","20000
","2019-09-30 12:35:21.664150"
"189","189","190","191","191","196","20000
","2019-09-30 12:35:21.684570"
"190","190","189","190","195","191","20000
","2019-09-30 12:35:21.704864"
"189","189","189","190","190","195","20000
","2019-09-30 12:35:21.725318"
"189","190","189","190","191","197","20000
","2019-09-30 12:35:21.745828"
"189","190","190","190","191","194","20000
","2019-09-30 12:35:21.766092"
"190","190","191","191","191","194","20000
","2019-09-30 12:35:21.786293"
"189","189","190","190","189","192","20000
","2019-09-30 12:35:21.803407"
"189","189","190","190","189","191","20000
","2019-09-30 12:35:21.823878"
"425","364","307","269","230","215","20000
","2019-09-30 12:35:21.844238"
"1019","790","623","500","359","293","20000
","2019-09-30 12:35:21.864604"
"1020","929","812","695","499","393","20004
","2019-09-30 12:35:21.885208"
"1020","978","909","821","618","493","20000
","2019-09-30 12:35:21.905585"
"190","456","602","666","594","516","20000
","2019-09-30 12:35:21.925801"
"189","277","385","479","507","486","20004
","2019-09-30 12:35:21.946128"
"189","212","266","339","411","429","20000
","2019-09-30 12:35:21.963095"
"189","193","213","254","331","367","20000
","2019-09-30 12:35:21.983611"
"190","189","194","213","274","314","20000
","2019-09-30 12:35:22.003997"
"190","189","189","196","240","280","20000
","2019-09-30 12:35:22.024657"
"189","190","190","191","222","255","20000
","2019-09-30 12:35:22.044881"
"189","191","191","191","212","237","20000
","2019-09-30 12:35:22.065290"
"189","191","191","191","206","229","20000
","2019-09-30 12:35:22.085668"
"190","190","190","190","201","216","20000
","2019-09-30 12:35:22.106051"
"189","190","191","191","198","211","20000
","2019-09-30 12:35:22.126264"
"189","190","191","191","198","210","20000
","2019-09-30 12:35:22.143138"
"189","190","191","192","198","208","20000
","2019-09-30 12:35:22.163586"
"190","190","190","192","197","209","20000
","2019-09-30 12:35:22.184125"
"189","190","190","191","194","205","20000
","2019-09-30 12:35:22.204790"
"189","190","190","190","194","204","20000
","2019-09-30 12:35:22.225041"
"189","190","191","191","195","202","20000
","2019-09-30 12:35:22.245495"
"189","190","191","192","196","202","20000
","2019-09-30 12:35:22.265797"
"189","190","191","192","195","201","20000
","2019-09-30 12:35:22.286255"
"189","189","190","190","193","198","20000
","2019-09-30 12:35:22.306436"
"189","189","190","190","192","200","20000
","2019-09-30 12:35:22.323433"
"189","190","190","191","194","199","20000
","2019-09-30 12:35:22.344040"
"189","190","190","191","194","203","20000
","2019-09-30 12:35:22.364397"
"189","190","190","191","194","201","20000
","2019-09-30 12:35:22.384992"
"189","190","190","191","192","196","20000
","2019-09-30 12:35:22.405204"
"190","189","190","191","192","196","20000
","2019-09-30 12:35:22.425599"
"189","189","190","191","193","198","20000
","2019-09-30 12:35:22.445991"
"189","190","191","192","194","198","20000
","2019-09-30 12:35:22.466362"
"189","190","190","191","193","197","20000
","2019-09-30 12:35:22.483331"
"189","190","190","191","192","195","20000
","2019-09-30 12:35:22.503797"
"189","189","189","190","191","198","20000
","2019-09-30 12:35:22.524282"
"189","189","190","190","192","196","20000
","2019-09-30 12:35:22.544747"
"189","190","190","191","193","197","20000
","2019-09-30 12:35:22.565023"
"190","190","190","191","193","196","20000
","2019-09-30 12:35:22.585507"
"189","189","189","190","197","195","20000
","2019-09-30 12:35:22.605788"
"189","189","189","190","191","194","20000
","2019-09-30 12:35:22.626043"
"189","189","190","191","192","196","20000
","2019-09-30 12:35:22.646469"
"188","189","190","191","193","200","20000
","2019-09-30 12:35:22.663561"
"190","189","190","190","192","199","20000
","2019-09-30 12:35:22.684009"
"189","190","190","190","191","194","20000
","2019-09-30 12:35:22.704481"
"189","189","189","190","191","197","20000
","2019-09-30 12:35:22.724966"
"189","190","190","190","191","195","20000
","2019-09-30 12:35:22.745351"
"189","190","191","192","193","196","20000
","2019-09-30 12:35:22.765748"
"189","189","190","191","192","195","20000
","2019-09-30 12:35:22.786018"
"189","189","190","190","190","193","20000
","2019-09-30 12:35:22.806322"
"189","189","189","190","190","196","20000
","2019-09-30 12:35:22.826708"
"189","190","190","190","191","198","20000
","2019-09-30 12:35:22.843746"
"189","190","190","191","193","199","20000
","2019-09-30 12:35:22.864129"
"190","190","190","191","192","195","20000
","2019-09-30 12:35:22.884715"
"189","190","190","191","190","193","20000
","2019-09-30 12:35:22.905015"
"189","189","190","190","190","193","20000
","2019-09-30 12:35:22.925367"
"189","189","190","191","192","195","20000
","2019-09-30 12:35:22.945758"
"189","190","190","191","193","199","20000
","2019-09-30 12:35:22.966129"
"189","190","190","191","192","195","20000
","2019-09-30 12:35:22.986559"
"189","189","189","190","190","196","20000
","2019-09-30 12:35:23.003398"
"189","189","189","189","190","196","20000
","2019-09-30 12:35:23.023983"
"189","190","190","190","191","194","20000
","2019-09-30 12:35:23.044455"
"189","190","191","191","192","195","20000
","2019-09-30 12:35:23.064979"
"189","190","190","191","192","194","20000
","2019-09-30 12:35:23.085318"
"189","189","190","191","190","192","20000
","2019-09-30 12:35:23.105576"
"189","190","189","190","196","192","20000
","2019-09-30 12:35:23.125810"
"190","190","191","191","191","194","20000
","2019-09-30 12:35:23.146215"
"189","190","190","191","192","199","20000
","2019-09-30 12:35:23.166641"
"190","190","190","191","192","194","20000
","2019-09-30 12:35:23.183580"
"189","189","190","190","190","192","20000
","2019-09-30 12:35:23.203998"
"189","190","189","190","196","192","20000
","2019-09-30 12:35:23.224658"
"189","190","190","191","191","194","20000
","2019-09-30 12:35:23.245125"
"189","190","191","192","192","195","20000
","2019-09-30 12:35:23.265421"
"189","189","190","191","192","194","20000
","2019-09-30 12:35:23.285750"
"189","189","189","190","190","196","20000
","2019-09-30 12:35:23.306089"
"189","189","189","189","189","195","20000
","2019-09-30 12:35:23.326508"
"188","190","190","190","191","194","20000
","2019-09-30 12:35:23.346818"
"189","190","191","191","192","198","20000
","2019-09-30 12:35:23.364038"
"189","190","190","190","191","194","20000
","2019-09-30 12:35:23.384396"
"190","189","190","191","190","192","20000
","2019-09-30 12:35:23.404910"
"189","189","189","190","195","192","20000
","2019-09-30 12:35:23.425141"
"189","189","190","191","191","193","20000
","2019-09-30 12:35:23.445687"
"189","190","190","191","192","198","20000
","2019-09-30 12:35:23.465939"
"189","190","190","191","191","197","20000
","2019-09-30 12:35:23.486390"
"189","189","190","190","190","195","20000
","2019-09-30 12:35:23.506713"
"190","190","190","190","189","192","20000
","2019-09-30 12:35:23.523673"
"189","190","190","191","191","194","20000
","2019-09-30 12:35:23.544091"
"189","189","190","191","192","195","20000
","2019-09-30 12:35:23.564567"
"189","189","190","191","192","194","20000
","2019-09-30 12:35:23.585117"
"190","189","189","189","190","195","20000
","2019-09-30 12:35:23.605526"
"189","189","189","189","195","191","20000
","2019-09-30 12:35:23.625646"
"189","190","190","190","190","196","20000
","2019-09-30 12:35:23.646124"
"189","190","191","191","192","198","20000
","2019-09-30 12:35:23.666527"
"189","190","190","190","191","194","20000
","2019-09-30 12:35:23.686891"
"189","189","190","190","189","192","20000
","2019-09-30 12:35:23.703865"
"188","189","189","190","195","191","20000
","2019-09-30 12:35:23.724351"
"189","190","190","191","191","193","20000
","2019-09-30 12:35:23.744846"
"189","190","190","191","191","194","20000
","2019-09-30 12:35:23.765160"
"189","190","190","191","191","193","20000
","2019-09-30 12:35:23.785563"
"189","189","189","190","190","195","20000
","2019-09-30 12:35:23.805908"
"189","189","189","189","189","191","20000
","2019-09-30 12:35:23.826285"
"189","190","190","190","190","194","20000
","2019-09-30 12:35:23.846739"
"189","190","190","192","192","195","20000
","2019-09-30 12:35:23.867041"
"189","189","190","191","192","193","20000
","2019-09-30 12:35:23.883981"
"189","189","189","190","190","192","20000
","2019-09-30 12:35:23.904447"
"189","189","189","189","195","191","20000
","2019-09-30 12:35:23.924954"
"189","189","189","190","191","196","20000
","2019-09-30 12:35:23.945468"
"189","189","190","190","192","197","20000
","2019-09-30 12:35:23.965789"
"189","190","190","190","191","193","20000
","2019-09-30 12:35:23.986166"
"189","190","190","190","189","195","20000
","2019-09-30 12:35:24.006478"
"189","190","190","190","189","191","20000
","2019-09-30 12:35:24.026877"
"189","190","191","192","191","193","20000
","2019-09-30 12:35:24.043844"
"189","190","190","191","192","194","20000
","2019-09-30 12:35:24.064325"
"189","190","191","191","191","194","20000
","2019-09-30 12:35:24.084790"
"189","189","190","190","190","195","20000
","2019-09-30 12:35:24.105220"
"189","189","189","190","189","195","20000
","2019-09-30 12:35:24.125435"
"189","189","190","190","190","196","20000
","2019-09-30 12:35:24.145808"
"189","190","190","191","191","194","20000
","2019-09-30 12:35:24.166239"
"189","190","190","191","191","193","20000
","2019-09-30 12:35:24.186570"
"189","189","189","191","190","191","20000
","2019-09-30 12:35:24.206916"
"189","189","189","189","195","191","20000
","2019-09-30 12:35:24.224041"
"189","189","189","191","191","196","20000
","2019-09-30 12:35:24.244549"
"189","190","190","190","192","194","20000
","2019-09-30 12:35:24.264957"
"189","190","190","190","191","196","20000
","2019-09-30 12:35:24.285336"
"189","189","190","190","189","194","20000
","2019-09-30 12:35:24.305825"
"189","189","190","190","189","191","20000
","2019-09-30 12:35:24.326027"
"189","189","190","191","190","193","20000
","2019-09-30 12:35:24.346420"
"189","190","190","191","192","194","20000
","2019-09-30 12:35:24.366787"
"189","189","190","191","192","193","20000
","2019-09-30 12:35:24.387213"
"189","189","189","190","195","191","20000
","2019-09-30 12:35:24.404273"
"189","190","190","190","189","191","20000
","2019-09-30 12:35:24.424723"
"189","189","190","191","190","196","20000
","2019-09-30 12:35:24.445211"
"189","190","190","191","191","194","20000
","2019-09-30 12:35:24.465640"
"189","190","190","191","191","193","20000
","2019-09-30 12:35:24.485992"
