"A0","A1","A2","A3","A4","A5","ardno_usec_snce_lst_read","python_datetime"
"188","190","190","190","191","193","20000
","2019-09-30 11:36:34.557761"
"189","189","190","190","189","191","20000
","2019-09-30 11:36:34.578300"
"189","189","189","190","194","190","20000
","2019-09-30 11:36:34.598544"
"189","189","189","190","190","195","20000
","2019-09-30 11:36:34.618910"
"189","190","190","190","191","197","20000
","2019-09-30 11:36:34.639413"
"189","189","190","190","191","196","20000
","2019-09-30 11:36:34.659766"
"189","189","189","189","190","195","20000
","2019-09-30 11:36:34.680135"
"189","189","189","188","194","190","20000
","2019-09-30 11:36:34.696929"
"189","189","190","190","189","191","20000
","2019-09-30 11:36:34.717583"
"189","189","190","191","191","193","20000
","2019-09-30 11:36:34.738032"
"189","189","190","191","191","193","20000
","2019-09-30 11:36:34.758428"
"189","189","188","190","195","191","20000
","2019-09-30 11:36:34.778829"
"189","190","189","190","194","190","20000
","2019-09-30 11:36:34.799214"
"189","189","189","190","190","195","20000
","2019-09-30 11:36:34.819520"
"188","189","190","190","191","193","20000
","2019-09-30 11:36:34.839901"
"189","190","190","191","191","193","20000
","2019-09-30 11:36:34.860430"
"189","189","190","191","190","191","20000
","2019-09-30 11:36:34.877181"
"189","189","189","190","195","191","20000
","2019-09-30 11:36:34.897769"
"189","189","189","190","190","192","20000
","2019-09-30 11:36:34.918208"
"189","189","189","190","197","193","20000
","2019-09-30 11:36:34.938682"
"189","189","189","190","191","196","20000
","2019-09-30 11:36:34.958942"
"189","189","189","189","190","195","20000
","2019-09-30 11:36:34.979371"
"189","189","189","188","194","190","20000
","2019-09-30 11:36:34.999814"
"189","190","189","190","190","195","20000
","2019-09-30 11:36:35.020111"
"190","190","190","190","191","193","20000
","2019-09-30 11:36:35.040407"
"189","189","190","191","191","193","20004
","2019-09-30 11:36:35.057389"
"189","189","189","190","195","191","20004
","2019-09-30 11:36:35.078012"
"189","189","189","189","194","190","20000
","2019-09-30 11:36:35.098296"
"189","189","189","190","189","195","20000
","2019-09-30 11:36:35.118798"
"189","189","190","190","191","193","20000
","2019-09-30 11:36:35.139232"
"189","190","190","190","191","196","20000
","2019-09-30 11:36:35.159630"
"189","189","189","189","189","191","20000
","2019-09-30 11:36:35.179976"
"189","189","189","189","194","190","20000
","2019-09-30 11:36:35.200278"
"188","189","189","189","190","191","20000
","2019-09-30 11:36:35.217117"
"189","190","189","190","197","193","20000
","2019-09-30 11:36:35.237733"
"189","189","190","190","191","196","20000
","2019-09-30 11:36:35.258217"
"189","189","189","190","190","195","20000
","2019-09-30 11:36:35.278685"
"189","189","189","189","188","193","20000
","2019-09-30 11:36:35.298914"
"189","189","189","189","189","195","20000
","2019-09-30 11:36:35.319245"
"189","190","190","190","191","193","20000
","2019-09-30 11:36:35.339800"
"189","190","190","191","191","193","20000
","2019-09-30 11:36:35.360157"
"189","189","189","190","195","191","20000
","2019-09-30 11:36:35.380533"
"189","189","189","190","194","190","20000
","2019-09-30 11:36:35.397479"
"189","189","189","189","189","194","20000
","2019-09-30 11:36:35.417721"
"189","189","190","190","191","194","20000
","2019-09-30 11:36:35.438428"
"190","189","190","190","191","196","20000
","2019-09-30 11:36:35.458904"
"189","189","189","189","189","191","20000
","2019-09-30 11:36:35.479150"
"189","189","189","189","194","190","20000
","2019-09-30 11:36:35.499530"
"189","189","189","190","195","191","20000
","2019-09-30 11:36:35.519978"
"189","189","189","191","197","193","20000
","2019-09-30 11:36:35.540312"
"1020","738","555","433","318","259","20000
","2019-09-30 11:36:35.560610"
"1020","910","777","648","464","358","20004
","2019-09-30 11:36:35.577428"
"189","431","538","561","469","397","20000
","2019-09-30 11:36:35.597982"
"189","269","358","425","421","390","20004
","2019-09-30 11:36:35.618469"
"189","211","258","314","362","356","20000
","2019-09-30 11:36:35.638973"
"189","194","212","247","298","317","20000
","2019-09-30 11:36:35.659262"
"189","189","194","210","255","279","20000
","2019-09-30 11:36:35.679686"
"189","189","190","196","227","251","20000
","2019-09-30 11:36:35.700016"
"188","189","189","191","219","234","20000
","2019-09-30 11:36:35.720546"
"189","190","190","191","206","223","20000
","2019-09-30 11:36:35.737373"
"189","190","190","190","201","218","20000
","2019-09-30 11:36:35.757881"
"189","190","190","190","197","208","20000
","2019-09-30 11:36:35.778371"
"189","190","189","190","201","204","20000
","2019-09-30 11:36:35.798880"
"189","189","189","190","195","202","20000
","2019-09-30 11:36:35.819055"
"189","190","190","191","195","203","20000
","2019-09-30 11:36:35.839574"
"189","189","190","191","195","201","20000
","2019-09-30 11:36:35.859895"
"189","190","189","190","199","199","20000
","2019-09-30 11:36:35.880317"
"189","189","189","190","192","200","20000
","2019-09-30 11:36:35.900593"
"189","189","189","189","192","200","20000
","2019-09-30 11:36:35.917691"
"189","190","190","190","193","201","20000
","2019-09-30 11:36:35.938000"
"189","190","190","191","193","201","20000
","2019-09-30 11:36:35.958586"
"189","190","190","190","191","196","20000
","2019-09-30 11:36:35.979081"
"189","189","190","190","190","194","20000
","2019-09-30 11:36:35.999405"
"189","189","189","190","197","195","20000
","2019-09-30 11:36:36.019630"
"189","190","190","191","193","197","20000
","2019-09-30 11:36:36.040060"
"188","190","190","191","193","200","20000
","2019-09-30 11:36:36.060474"
"189","190","190","190","191","198","20000
","2019-09-30 11:36:36.080873"
"189","189","189","189","190","196","20000
","2019-09-30 11:36:36.097674"
"189","190","190","190","191","194","20000
","2019-09-30 11:36:36.118337"
"189","190","190","191","192","196","20000
","2019-09-30 11:36:36.138877"
"189","190","190","191","192","196","20000
","2019-09-30 11:36:36.159097"
"189","189","189","190","196","193","20000
","2019-09-30 11:36:36.179595"
"189","188","189","190","190","196","20000
","2019-09-30 11:36:36.199892"
"189","189","189","190","196","194","20000
","2019-09-30 11:36:36.220284"
"189","189","189","191","192","199","20000
","2019-09-30 11:36:36.240862"
"189","189","189","190","192","198","20000
","2019-09-30 11:36:36.257479"
"190","189","189","189","196","193","20000
","2019-09-30 11:36:36.278119"
"189","189","189","189","195","192","20000
","2019-09-30 11:36:36.298327"
"189","189","189","189","196","193","20000
","2019-09-30 11:36:36.318941"
"189","189","190","191","192","195","20000
","2019-09-30 11:36:36.339438"
"190","190","190","191","192","194","20000
","2019-09-30 11:36:36.359681"
"189","189","190","190","190","193","20000
","2019-09-30 11:36:36.380091"
"189","189","189","190","190","195","20000
","2019-09-30 11:36:36.400497"
"189","189","189","189","190","193","20000
","2019-09-30 11:36:36.420751"
"189","189","190","190","191","194","20000
","2019-09-30 11:36:36.437755"
"189","190","190","190","191","194","20000
","2019-09-30 11:36:36.458296"
"189","189","190","190","190","193","20000
","2019-09-30 11:36:36.478650"
"189","189","189","190","190","192","20000
","2019-09-30 11:36:36.499083"
"189","189","189","190","196","193","20000
","2019-09-30 11:36:36.519490"
"189","189","190","191","192","197","20000
","2019-09-30 11:36:36.539895"
"189","189","189","190","192","198","20000
","2019-09-30 11:36:36.560232"
"189","189","189","189","190","196","20000
","2019-09-30 11:36:36.580669"
"189","189","189","188","189","194","20000
","2019-09-30 11:36:36.600864"
"189","189","190","189","189","192","20000
","2019-09-30 11:36:36.617998"
"189","190","191","191","191","194","20000
","2019-09-30 11:36:36.638494"
"189","189","190","191","191","194","20000
","2019-09-30 11:36:36.658933"
"189","189","189","190","196","192","20000
","2019-09-30 11:36:36.679278"
"189","189","189","189","189","194","20000
","2019-09-30 11:36:36.699702"
"189","190","189","189","190","195","20000
","2019-09-30 11:36:36.720102"
"189","190","190","190","191","197","20000
","2019-09-30 11:36:36.740320"
"189","190","190","190","191","194","20000
","2019-09-30 11:36:36.760721"
"189","189","190","190","190","192","20000
","2019-09-30 11:36:36.777684"
"189","189","189","190","195","191","20000
","2019-09-30 11:36:36.798277"
"189","189","189","190","195","192","20000
","2019-09-30 11:36:36.818588"
"189","189","189","191","192","197","20000
","2019-09-30 11:36:36.839168"
"190","189","189","190","197","194","20000
","2019-09-30 11:36:36.859614"
"188","189","189","189","190","195","20000
","2019-09-30 11:36:36.879862"
"189","189","188","188","188","194","20000
","2019-09-30 11:36:36.900235"
"189","189","189","189","195","192","20000
","2019-09-30 11:36:36.920666"
"189","190","190","191","191","194","20000
","2019-09-30 11:36:36.941032"
"189","190","190","191","191","194","20000
","2019-09-30 11:36:36.957945"
"189","190","190","190","190","192","20000
","2019-09-30 11:36:36.978376"
"189","189","189","189","195","191","20000
","2019-09-30 11:36:36.998951"
"189","189","190","190","190","192","20000
","2019-09-30 11:36:37.019293"
"189","189","190","190","191","197","20000
","2019-09-30 11:36:37.039757"
"189","189","190","191","191","194","20000
","2019-09-30 11:36:37.060175"
"189","189","189","190","196","192","20000
","2019-09-30 11:36:37.080424"
"189","189","188","189","188","191","20000
","2019-09-30 11:36:37.100659"
"189","189","189","190","195","192","20000
","2019-09-30 11:36:37.121180"
"190","189","190","191","191","193","20000
","2019-09-30 11:36:37.138024"
"189","190","190","191","191","193","20000
","2019-09-30 11:36:37.158682"
"189","189","189","190","191","195","20000
","2019-09-30 11:36:37.179151"
"189","189","188","188","188","193","20000
","2019-09-30 11:36:37.199487"
"189","189","189","189","189","195","20000
","2019-09-30 11:36:37.219831"
"188","189","190","190","191","196","20000
","2019-09-30 11:36:37.240286"
"189","189","190","190","191","193","20000
","2019-09-30 11:36:37.260645"
"189","189","189","190","195","192","20000
","2019-09-30 11:36:37.280971"
"188","189","189","189","194","190","20000
","2019-09-30 11:36:37.297797"
"189","189","189","190","195","192","20000
","2019-09-30 11:36:37.318343"
"189","189","189","190","191","196","20000
","2019-09-30 11:36:37.338775"
"189","189","190","190","191","197","20000
","2019-09-30 11:36:37.359241"
"188","190","189","189","189","195","20000
","2019-09-30 11:36:37.379732"
"189","189","189","188","188","190","20000
","2019-09-30 11:36:37.399997"
"189","189","189","189","195","191","20000
","2019-09-30 11:36:37.420438"
"189","189","190","191","191","193","20000
","2019-09-30 11:36:37.440737"
"189","189","190","191","191","193","20000
","2019-09-30 11:36:37.461161"
"189","189","189","189","190","195","20000
","2019-09-30 11:36:37.478156"
"189","189","189","189","194","190","20000
","2019-09-30 11:36:37.498429"
"189","189","189","189","189","195","20000
","2019-09-30 11:36:37.519041"
"189","190","190","190","191","196","20000
","2019-09-30 11:36:37.539382"
"189","189","190","190","191","193","20000
","2019-09-30 11:36:37.559883"
"189","190","190","191","189","191","20000
","2019-09-30 11:36:37.580089"
"189","189","189","189","194","190","20000
","2019-09-30 11:36:37.600498"
"189","189","189","190","195","191","20000
","2019-09-30 11:36:37.620835"
"188","189","189","191","197","193","20000
","2019-09-30 11:36:37.641325"
"189","189","190","191","191","193","20000
","2019-09-30 11:36:37.658373"
"189","189","189","189","190","195","20000
","2019-09-30 11:36:37.678885"
"189","189","189","188","188","191","20000
","2019-09-30 11:36:37.699199"
"189","189","189","189","195","191","20000
","2019-09-30 11:36:37.719744"
"189","190","190","190","190","193","20000
","2019-09-30 11:36:37.740134"
"189","190","190","191","191","193","20000
","2019-09-30 11:36:37.760411"
"189","189","189","190","190","192","20000
","2019-09-30 11:36:37.780819"
"189","189","189","189","194","190","20000
","2019-09-30 11:36:37.801159"
"189","189","189","189","190","195","20000
","2019-09-30 11:36:37.818000"
"189","189","189","189","191","196","20000
","2019-09-30 11:36:37.838585"
"189","190","190","189","190","196","20000
","2019-09-30 11:36:37.859058"
"189","189","190","189","189","194","20000
","2019-09-30 11:36:37.879549"
"189","189","189","189","194","190","20000
","2019-09-30 11:36:37.899950"
"189","190","190","190","189","191","20000
","2019-09-30 11:36:37.920284"
"189","189","190","191","191","193","20000
","2019-09-30 11:36:37.940639"
"189","190","190","191","191","194","20000
","2019-09-30 11:36:37.960950"
"189","189","189","190","190","195","20000
","2019-09-30 11:36:37.981379"
"189","189","189","189","189","194","20000
","2019-09-30 11:36:37.998302"
"189","189","189","188","189","195","20000
","2019-09-30 11:36:38.018887"
"189","190","190","189","190","193","20000
","2019-09-30 11:36:38.039132"
"189","190","190","191","191","193","20000
","2019-09-30 11:36:38.059737"
"189","189","189","190","195","191","20000
","2019-09-30 11:36:38.080040"
"189","188","188","189","194","190","20000
","2019-09-30 11:36:38.100276"
"189","189","188","189","189","194","20000
","2019-09-30 11:36:38.120675"
"189","190","190","191","190","193","20000
","2019-09-30 11:36:38.141142"
"189","190","190","191","191","196","20000
","2019-09-30 11:36:38.161547"
"189","189","189","189","190","195","20000
","2019-09-30 11:36:38.178540"
"189","189","189","188","194","190","20000
","2019-09-30 11:36:38.198973"
"189","189","189","190","195","191","20000
","2019-09-30 11:36:38.219389"
"188","189","190","190","191","193","20000
","2019-09-30 11:36:38.239845"
"189","190","190","191","191","193","20000
","2019-09-30 11:36:38.260301"
"188","189","189","190","196","191","20000
","2019-09-30 11:36:38.280609"
"188","189","189","190","194","190","20000
","2019-09-30 11:36:38.300817"
"189","189","189","190","189","194","20000
","2019-09-30 11:36:38.321393"
"189","189","190","190","190","192","20000
","2019-09-30 11:36:38.338170"
"189","190","190","190","191","193","20000
","2019-09-30 11:36:38.358751"
"189","189","189","190","190","192","20000
","2019-09-30 11:36:38.379201"
"189","189","189","189","194","190","20000
","2019-09-30 11:36:38.399688"
"189","189","189","189","189","191","20000
","2019-09-30 11:36:38.419972"
"189","190","190","190","191","193","20000
","2019-09-30 11:36:38.440456"
"189","189","190","190","191","196","20000
","2019-09-30 11:36:38.460734"
"190","190","189","190","190","195","20000
","2019-09-30 11:36:38.481153"
"189","189","189","189","189","193","20000
","2019-09-30 11:36:38.501352"
"189","189","189","188","189","195","20000
","2019-09-30 11:36:38.518470"
"189","189","190","189","190","193","20000
","2019-09-30 11:36:38.538975"
"1021","739","556","434","319","261","20000
","2019-09-30 11:36:38.559362"
"1021","910","777","647","463","358","20004
","2019-09-30 11:36:38.579938"
"189","431","538","560","474","396","20000
","2019-09-30 11:36:38.600119"
"190","270","359","425","419","390","20004
","2019-09-30 11:36:38.620582"
"189","211","258","314","355","357","20000
","2019-09-30 11:36:38.640856"
"189","194","212","246","298","317","20000
","2019-09-30 11:36:38.661355"
"189","190","195","211","263","279","20000
","2019-09-30 11:36:38.681727"
"189","189","190","196","228","251","20000
","2019-09-30 11:36:38.698646"
"189","189","189","191","214","234","20000
","2019-09-30 11:36:38.719165"
"189","190","189","190","213","223","20000
","2019-09-30 11:36:38.739642"
"189","189","189","190","202","219","20000
","2019-09-30 11:36:38.760037"
"189","189","189","189","203","208","20000
","2019-09-30 11:36:38.780335"
"189","189","189","189","195","207","20000
","2019-09-30 11:36:38.800715"
"189","189","189","189","194","205","20000
","2019-09-30 11:36:38.821102"
"189","190","190","190","195","202","20000
","2019-09-30 11:36:38.841416"
"188","190","191","191","195","201","20000
","2019-09-30 11:36:38.858317"
"189","189","190","190","193","198","20000
","2019-09-30 11:36:38.878919"
"189","189","189","190","198","196","20000
","2019-09-30 11:36:38.899250"
"189","189","189","190","198","197","20000
","2019-09-30 11:36:38.919917"
"189","189","190","191","193","198","20000
","2019-09-30 11:36:38.940283"
"189","189","190","191","193","201","20000
","2019-09-30 11:36:38.960617"
"189","189","189","190","192","196","20000
","2019-09-30 11:36:38.980858"
"189","189","189","189","197","194","20000
","2019-09-30 11:36:39.001214"
"189","189","189","190","197","195","20000
","2019-09-30 11:36:39.021666"
"189","189","190","191","192","197","20000
","2019-09-30 11:36:39.038560"
"188","189","190","191","193","197","20000
","2019-09-30 11:36:39.059015"
"188","189","189","190","197","195","20000
","2019-09-30 11:36:39.079549"
"189","188","188","189","189","196","20000
","2019-09-30 11:36:39.099897"
"189","189","189","189","190","197","20000
","2019-09-30 11:36:39.120422"
"189","189","190","190","192","195","20000
","2019-09-30 11:36:39.140713"
"189","190","190","190","192","199","20000
","2019-09-30 11:36:39.160964"
"189","190","190","190","191","194","20000
","2019-09-30 11:36:39.181441"
"189","189","189","190","195","192","20000
","2019-09-30 11:36:39.201841"
"189","189","189","190","196","193","20000
","2019-09-30 11:36:39.218876"
"189","189","190","191","192","195","20000
","2019-09-30 11:36:39.239207"
"189","189","190","191","192","198","20000
","2019-09-30 11:36:39.259866"
"189","189","189","189","191","196","20000
","2019-09-30 11:36:39.280086"
"189","189","189","188","189","195","20000
","2019-09-30 11:36:39.300524"
"189","189","189","189","190","193","20000
","2019-09-30 11:36:39.320799"
"189","189","190","190","191","194","20000
","2019-09-30 11:36:39.341324"
"189","189","190","191","192","195","20000
","2019-09-30 11:36:39.361546"
"189","189","189","190","196","193","20000
","2019-09-30 11:36:39.378498"
"189","189","189","189","189","195","20000
","2019-09-30 11:36:39.399111"
"189","189","189","189","195","192","20000
","2019-09-30 11:36:39.419571"
"189","189","189","190","192","197","20000
","2019-09-30 11:36:39.440054"
"189","190","190","190","191","197","20000
","2019-09-30 11:36:39.460434"
"189","190","190","190","190","192","20000
","2019-09-30 11:36:39.480682"
"188","189","190","190","189","191","20000
","2019-09-30 11:36:39.500996"
"189","189","189","190","195","192","20000
","2019-09-30 11:36:39.521406"
"189","189","190","191","191","194","20000
","2019-09-30 11:36:39.541818"
"189","189","190","191","192","194","20000
","2019-09-30 11:36:39.558865"
"189","189","189","191","197","193","20000
","2019-09-30 11:36:39.579148"
"189","189","188","189","189","194","20000
","2019-09-30 11:36:39.599598"
"189","189","189","189","190","192","20000
","2019-09-30 11:36:39.620233"
"189","190","190","190","191","194","20000
","2019-09-30 11:36:39.640476"
"189","189","190","191","192","194","20000
","2019-09-30 11:36:39.660985"
"189","189","189","190","196","192","20000
","2019-09-30 11:36:39.681252"
"189","189","189","190","190","192","20000
","2019-09-30 11:36:39.701633"
"189","189","189","189","196","192","20000
","2019-09-30 11:36:39.722052"
"189","189","190","190","191","197","20000
","2019-09-30 11:36:39.739008"
"189","189","190","190","191","197","20000
","2019-09-30 11:36:39.759405"
"189","189","189","189","196","192","20000
","2019-09-30 11:36:39.779943"
"189","189","189","189","189","194","20000
","2019-09-30 11:36:39.800277"
"189","189","189","189","195","192","20000
","2019-09-30 11:36:39.820634"
"189","190","190","191","191","194","20000
","2019-09-30 11:36:39.840999"
"188","190","190","191","192","194","20000
","2019-09-30 11:36:39.861498"
"189","190","190","191","190","192","20000
","2019-09-30 11:36:39.881809"
"189","189","189","189","189","194","20000
","2019-09-30 11:36:39.898820"
"189","189","189","189","190","195","20000
","2019-09-30 11:36:39.919253"
"188","190","190","190","191","197","20000
","2019-09-30 11:36:39.939634"
"190","190","190","190","192","194","20000
","2019-09-30 11:36:39.960219"
"189","190","190","190","190","192","20000
","2019-09-30 11:36:39.980482"
"189","189","189","190","189","191","20000
","2019-09-30 11:36:40.000802"
"189","189","189","190","195","192","20000
","2019-09-30 11:36:40.021244"
"189","190","190","191","191","197","20000
","2019-09-30 11:36:40.041678"
"189","190","190","191","191","194","20000
","2019-09-30 11:36:40.061999"
"189","189","189","190","190","195","20000
","2019-09-30 11:36:40.079006"
"189","189","189","188","188","194","20000
","2019-09-30 11:36:40.099231"
"189","189","190","189","189","191","20000
","2019-09-30 11:36:40.119968"
"189","190","190","191","191","193","20000
","2019-09-30 11:36:40.140162"
"189","189","190","191","191","194","20000
","2019-09-30 11:36:40.160694"
"188","190","190","190","190","192","20000
","2019-09-30 11:36:40.180970"
"189","189","189","189","194","191","20000
","2019-09-30 11:36:40.201527"
"189","189","189","190","195","191","20000
","2019-09-30 11:36:40.221735"
"189","189","189","190","192","196","20000
","2019-09-30 11:36:40.242142"
"189","189","190","190","191","193","20000
","2019-09-30 11:36:40.259281"
"189","189","189","190","195","192","20000
","2019-09-30 11:36:40.279554"
"189","189","189","190","194","190","20000
","2019-09-30 11:36:40.300172"
"188","189","189","190","195","191","20000
","2019-09-30 11:36:40.320503"
"189","189","190","191","191","193","20000
","2019-09-30 11:36:40.340884"
"189","189","190","191","191","194","20000
","2019-09-30 11:36:40.361246"
"189","189","189","189","190","195","20000
","2019-09-30 11:36:40.381631"
"189","189","188","188","188","194","20000
","2019-09-30 11:36:40.401996"
"189","189","189","189","195","191","20000
","2019-09-30 11:36:40.418957"
"189","190","190","191","191","196","20000
","2019-09-30 11:36:40.439287"
"189","190","190","191","191","194","20000
","2019-09-30 11:36:40.459799"
"189","190","190","191","190","192","20000
","2019-09-30 11:36:40.480392"
"189","189","189","189","194","190","20000
","2019-09-30 11:36:40.500800"
"189","189","189","190","195","191","20000
","2019-09-30 11:36:40.521018"
"189","189","189","191","191","196","20000
","2019-09-30 11:36:40.541421"
"189","190","190","190","191","197","20000
","2019-09-30 11:36:40.561888"
"189","189","189","189","190","195","20000
","2019-09-30 11:36:40.582194"
"189","189","189","188","188","190","20000
","2019-09-30 11:36:40.598971"
"189","190","190","189","189","192","20000
","2019-09-30 11:36:40.619641"
"189","189","190","191","191","193","20000
","2019-09-30 11:36:40.640118"
"189","189","190","191","191","193","20000
","2019-09-30 11:36:40.660577"
"189","189","189","190","190","195","20000
","2019-09-30 11:36:40.680833"
"189","189","188","189","194","190","20000
","2019-09-30 11:36:40.701074"
"189","189","189","189","189","195","20000
","2019-09-30 11:36:40.721617"
"189","190","190","190","190","196","20000
","2019-09-30 11:36:40.741969"
"189","190","190","190","191","193","20000
","2019-09-30 11:36:40.762365"
"189","190","190","190","190","192","20000
","2019-09-30 11:36:40.779443"
"189","189","189","189","194","190","20000
","2019-09-30 11:36:40.799763"
"188","190","190","190","189","192","20000
","2019-09-30 11:36:40.820322"
"189","190","190","191","191","193","20000
","2019-09-30 11:36:40.840747"
"189","190","190","191","191","194","20000
","2019-09-30 11:36:40.861163"
"189","189","189","190","190","195","20000
","2019-09-30 11:36:40.881427"
"188","189","189","189","189","190","20000
","2019-09-30 11:36:40.901695"
"189","189","189","189","195","191","20000
","2019-09-30 11:36:40.922180"
"188","189","190","190","191","193","20000
","2019-09-30 11:36:40.938998"
"189","190","190","191","191","193","20000
","2019-09-30 11:36:40.959371"
"189","189","189","190","190","192","20000
","2019-09-30 11:36:40.979971"
"189","189","189","189","194","190","20000
","2019-09-30 11:36:41.000574"
"189","189","189","189","189","194","20000
","2019-09-30 11:36:41.020837"
"188","190","190","190","190","196","20000
","2019-09-30 11:36:41.041160"
"189","189","190","190","191","194","20000
","2019-09-30 11:36:41.061574"
"190","189","190","190","190","195","20000
","2019-09-30 11:36:41.081955"
"189","189","189","189","194","190","20000
","2019-09-30 11:36:41.102297"
"189","189","190","190","189","191","20000
","2019-09-30 11:36:41.119237"
"189","190","190","191","191","193","20000
","2019-09-30 11:36:41.139856"
"189","190","190","191","192","194","20000
","2019-09-30 11:36:41.160062"
"188","189","189","190","190","195","20000
","2019-09-30 11:36:41.180724"
"188","189","189","188","188","193","20000
","2019-09-30 11:36:41.201012"
"189","189","189","189","189","194","20000
","2019-09-30 11:36:41.221504"
"189","190","190","189","190","193","20000
","2019-09-30 11:36:41.241653"
"189","189","190","191","191","193","20000
","2019-09-30 11:36:41.262154"
"189","189","189","190","190","192","20000
","2019-09-30 11:36:41.282476"
"189","189","189","189","194","190","20000
","2019-09-30 11:36:41.299420"
"189","189","189","189","189","194","20000
","2019-09-30 11:36:41.320014"
"189","189","189","190","196","193","20000
","2019-09-30 11:36:41.340509"
"189","190","189","190","191","196","20000
","2019-09-30 11:36:41.360948"
"189","189","189","189","190","194","20000
","2019-09-30 11:36:41.381120"
"189","189","189","188","194","190","20000
","2019-09-30 11:36:41.401708"
"189","189","190","190","189","191","20000
","2019-09-30 11:36:41.421865"
"189","189","190","190","191","193","20000
","2019-09-30 11:36:41.442352"
"189","189","190","191","192","193","20000
","2019-09-30 11:36:41.459290"
"189","189","189","190","195","192","20000
","2019-09-30 11:36:41.479722"
"189","189","189","189","194","190","20000
","2019-09-30 11:36:41.500253"
"188","189","189","190","189","194","20000
","2019-09-30 11:36:41.520630"
"189","190","190","189","190","193","20000
","2019-09-30 11:36:41.541030"
"189","190","190","191","191","193","20000
","2019-09-30 11:36:41.561342"
"190","189","189","190","195","192","20000
","2019-09-30 11:36:41.581734"
"189","189","189","189","195","190","20000
","2019-09-30 11:36:41.601968"
"189","189","189","189","189","192","20000
","2019-09-30 11:36:41.622504"
"189","190","189","190","197","193","20000
","2019-09-30 11:36:41.639339"
"190","189","189","190","191","197","20000
","2019-09-30 11:36:41.659997"
"189","189","189","189","190","195","20000
","2019-09-30 11:36:41.680336"
"189","189","188","188","193","190","20000
","2019-09-30 11:36:41.700915"
"189","189","189","189","189","194","20000
","2019-09-30 11:36:41.721118"
"189","190","190","189","190","192","20000
","2019-09-30 11:36:41.741710"
"188","190","190","191","191","193","20000
","2019-09-30 11:36:41.761922"
"189","189","189","190","195","192","20000
","2019-09-30 11:36:41.782332"
"189","189","189","190","194","190","20000
","2019-09-30 11:36:41.802715"
"189","189","189","189","189","194","20000
","2019-09-30 11:36:41.819672"
"189","189","190","190","190","196","20000
","2019-09-30 11:36:41.840214"
"189","189","190","191","191","196","20000
","2019-09-30 11:36:41.860578"
"189","189","189","190","189","192","20000
","2019-09-30 11:36:41.881007"
"955","708","535","419","303","254","20000
","2019-09-30 11:36:41.901310"
"1021","901","765","636","454","352","20000
","2019-09-30 11:36:41.921739"
"299","478","563","575","474","399","20004
","2019-09-30 11:36:41.942153"
"189","286","378","441","429","396","20000
","2019-09-30 11:36:41.962499"
"189","217","268","326","362","361","20000
","2019-09-30 11:36:41.979336"
"189","195","216","252","308","319","20004
","2019-09-30 11:36:41.999810"
"189","190","196","214","266","284","20000
","2019-09-30 11:36:42.020310"
"189","189","191","199","235","257","20000
","2019-09-30 11:36:42.040849"
"189","189","190","193","218","238","20000
","2019-09-30 11:36:42.061168"
"189","189","189","190","213","224","20000
","2019-09-30 11:36:42.081579"
"189","189","189","189","206","214","20000
","2019-09-30 11:36:42.101797"
"189","189","189","189","203","208","20000
","2019-09-30 11:36:42.122264"
"189","190","190","191","197","207","20000
","2019-09-30 11:36:42.142672"
"189","189","190","191","196","208","20000
","2019-09-30 11:36:42.159620"
"189","189","190","190","194","201","20000
","2019-09-30 11:36:42.180035"
"189","189","190","190","192","198","20000
","2019-09-30 11:36:42.200567"
"189","189","189","190","199","198","20000
","2019-09-30 11:36:42.220893"
"189","189","190","191","193","199","20000
","2019-09-30 11:36:42.241367"
"189","189","190","191","194","199","20000
","2019-09-30 11:36:42.261701"
"189","189","189","190","199","197","20000
","2019-09-30 11:36:42.282165"
"189","189","189","189","191","198","20000
","2019-09-30 11:36:42.302386"
"189","189","189","189","191","199","20000
","2019-09-30 11:36:42.322733"
"189","189","190","189","192","197","20000
","2019-09-30 11:36:42.339719"
"189","189","190","191","193","200","20000
","2019-09-30 11:36:42.360183"
"189","189","190","190","191","195","20000
","2019-09-30 11:36:42.380630"
"189","189","190","190","190","194","20000
","2019-09-30 11:36:42.401046"
"189","189","189","190","196","194","20000
","2019-09-30 11:36:42.421406"
"189","189","190","191","192","196","20000
","2019-09-30 11:36:42.441908"
"189","189","190","191","193","199","20000
","2019-09-30 11:36:42.462278"
"189","189","190","190","191","195","20000
","2019-09-30 11:36:42.482547"
"189","189","189","190","190","196","20000
","2019-09-30 11:36:42.499471"
"189","189","189","189","190","194","20000
","2019-09-30 11:36:42.519875"
"189","190","190","190","191","195","20000
","2019-09-30 11:36:42.540332"
"189","190","190","191","192","195","20000
","2019-09-30 11:36:42.561054"
"189","189","189","190","197","193","20000
","2019-09-30 11:36:42.581243"
"189","189","189","189","190","195","20000
","2019-09-30 11:36:42.601560"
"189","189","189","189","190","196","20000
","2019-09-30 11:36:42.622166"
"188","190","190","189","191","198","20000
","2019-09-30 11:36:42.642365"
"189","190","190","190","191","198","20000
","2019-09-30 11:36:42.662818"
"189","190","190","190","191","193","20000
","2019-09-30 11:36:42.679730"
"189","189","190","190","189","192","20000
","2019-09-30 11:36:42.700312"
"189","189","189","190","196","192","20000
","2019-09-30 11:36:42.720812"
"189","190","190","191","191","194","20000
","2019-09-30 11:36:42.741161"
