"A0","A1","A2","A3","A4","A5","datetime"
"100","106","113","117","144","143","2019-09-05 16:31:31.941810"
"100","106","113","117","144","143","2019-09-05 16:31:31.958231"
"100","106","113","117","144","143","2019-09-05 16:31:31.974592"
"100","106","113","117","144","142","2019-09-05 16:31:31.990701"
"100","106","113","117","144","142","2019-09-05 16:31:32.007244"
"100","106","113","117","143","142","2019-09-05 16:31:32.023781"
"100","106","113","117","143","142","2019-09-05 16:31:32.040173"
"100","106","113","117","143","141","2019-09-05 16:31:32.056479"
"100","106","113","117","143","141","2019-09-05 16:31:32.072864"
"100","106","113","117","143","141","2019-09-05 16:31:32.089228"
"100","106","113","117","143","141","2019-09-05 16:31:32.105536"
"101","106","113","117","143","140","2019-09-05 16:31:32.121993"
"101","106","113","117","142","140","2019-09-05 16:31:32.138256"
"100","106","113","117","142","140","2019-09-05 16:31:32.154662"
"100","106","113","117","142","140","2019-09-05 16:31:32.171120"
"100","105","113","117","142","139","2019-09-05 16:31:32.187537"
"100","106","113","117","142","139","2019-09-05 16:31:32.203782"
"100","106","113","117","142","139","2019-09-05 16:31:32.220354"
"100","106","113","117","141","139","2019-09-05 16:31:32.236681"
"100","106","113","117","141","139","2019-09-05 16:31:32.253031"
"100","105","113","117","141","139","2019-09-05 16:31:32.269453"
"100","105","113","117","141","139","2019-09-05 16:31:32.285834"
"100","106","113","117","141","138","2019-09-05 16:31:32.302194"
"100","106","113","117","141","138","2019-09-05 16:31:32.318575"
"100","106","113","117","140","138","2019-09-05 16:31:32.334987"
"100","105","113","117","140","138","2019-09-05 16:31:32.351259"
"100","105","113","116","140","138","2019-09-05 16:31:32.367590"
"100","106","113","117","140","137","2019-09-05 16:31:32.383955"
"101","106","113","117","140","137","2019-09-05 16:31:32.400369"
"100","105","113","117","140","137","2019-09-05 16:31:32.416735"
"100","106","113","116","139","137","2019-09-05 16:31:32.433156"
"101","106","113","117","140","137","2019-09-05 16:31:32.449499"
"100","106","113","116","139","137","2019-09-05 16:31:32.465863"
"101","105","113","116","139","136","2019-09-05 16:31:32.482451"
"100","106","113","117","139","136","2019-09-05 16:31:32.498758"
"100","105","113","116","139","136","2019-09-05 16:31:32.515072"
"100","105","113","116","138","136","2019-09-05 16:31:32.531544"
"100","105","113","116","138","135","2019-09-05 16:31:32.547802"
"100","105","113","116","138","135","2019-09-05 16:31:32.564181"
"100","105","113","116","138","135","2019-09-05 16:31:32.580749"
"100","106","113","117","138","135","2019-09-05 16:31:32.597061"
"100","106","113","116","138","135","2019-09-05 16:31:32.613404"
"100","105","113","117","138","135","2019-09-05 16:31:32.629706"
"100","105","113","116","138","134","2019-09-05 16:31:32.646195"
"100","105","113","116","138","134","2019-09-05 16:31:32.662688"
"100","106","113","117","138","134","2019-09-05 16:31:32.679028"
"101","106","113","117","138","134","2019-09-05 16:31:32.695360"
"100","106","113","116","138","134","2019-09-05 16:31:32.711861"
"100","105","113","117","138","134","2019-09-05 16:31:32.728205"
"100","105","113","117","138","134","2019-09-05 16:31:32.744557"
"100","105","113","116","138","134","2019-09-05 16:31:32.760790"
"100","106","113","117","138","134","2019-09-05 16:31:32.777221"
"100","106","113","117","138","134","2019-09-05 16:31:32.793514"
"101","105","112","116","138","134","2019-09-05 16:31:32.810089"
"101","105","113","116","138","133","2019-09-05 16:31:32.826292"
"101","105","113","116","138","133","2019-09-05 16:31:32.842690"
"100","105","113","117","138","133","2019-09-05 16:31:32.859222"
"101","106","113","117","138","133","2019-09-05 16:31:32.875724"
"100","106","113","117","138","133","2019-09-05 16:31:32.891947"
"100","106","113","117","138","133","2019-09-05 16:31:32.908396"
"100","106","113","117","138","133","2019-09-05 16:31:32.924666"
"100","105","113","117","138","133","2019-09-05 16:31:32.941099"
"100","106","113","117","138","133","2019-09-05 16:31:32.957413"
"100","105","113","117","138","133","2019-09-05 16:31:32.973809"
"100","105","112","117","138","133","2019-09-05 16:31:32.990251"
"101","105","113","117","137","133","2019-09-05 16:31:33.006577"
"101","105","113","117","138","133","2019-09-05 16:31:33.022947"
"100","105","113","116","137","133","2019-09-05 16:31:33.039436"
"100","105","113","116","138","133","2019-09-05 16:31:33.055783"
"100","105","113","117","137","133","2019-09-05 16:31:33.072233"
"100","105","113","116","137","133","2019-09-05 16:31:33.088593"
"100","105","113","117","137","133","2019-09-05 16:31:33.104827"
"100","105","112","116","137","133","2019-09-05 16:31:33.121305"
"100","105","113","116","137","133","2019-09-05 16:31:33.137600"
"100","105","112","116","137","133","2019-09-05 16:31:33.154029"
"100","105","113","116","137","133","2019-09-05 16:31:33.170406"
"100","105","113","116","137","133","2019-09-05 16:31:33.186700"
"100","105","113","116","137","133","2019-09-05 16:31:33.203183"
"101","105","113","116","137","132","2019-09-05 16:31:33.219583"
"100","105","113","116","137","132","2019-09-05 16:31:33.235979"
"100","106","112","116","136","132","2019-09-05 16:31:33.252384"
"100","105","113","116","136","132","2019-09-05 16:31:33.268701"
"100","105","112","116","136","132","2019-09-05 16:31:33.285137"
"101","105","113","116","136","132","2019-09-05 16:31:33.301615"
"100","105","113","116","136","132","2019-09-05 16:31:33.317883"
"100","105","113","116","136","132","2019-09-05 16:31:33.334415"
"100","105","112","116","136","132","2019-09-05 16:31:33.350640"
"100","105","112","116","135","132","2019-09-05 16:31:33.367160"
"100","105","113","116","136","131","2019-09-05 16:31:33.383380"
"100","105","112","116","135","131","2019-09-05 16:31:33.399835"
"100","105","112","115","135","131","2019-09-05 16:31:33.416276"
"100","105","112","116","136","131","2019-09-05 16:31:33.432675"
"100","105","112","116","135","131","2019-09-05 16:31:33.449046"
"100","105","112","116","135","131","2019-09-05 16:31:33.465308"
"100","105","112","116","135","131","2019-09-05 16:31:33.481605"
"100","105","112","116","135","131","2019-09-05 16:31:33.498024"
"100","105","112","116","135","131","2019-09-05 16:31:33.514574"
"101","105","112","116","135","130","2019-09-05 16:31:33.530946"
"100","105","112","116","135","130","2019-09-05 16:31:33.547403"
"100","105","112","116","135","130","2019-09-05 16:31:33.563588"
"100","105","112","115","135","130","2019-09-05 16:31:33.580165"
"100","105","113","116","135","130","2019-09-05 16:31:33.596573"
"100","105","112","116","135","130","2019-09-05 16:31:33.612867"
"100","105","112","116","135","130","2019-09-05 16:31:33.629239"
"100","105","112","116","135","130","2019-09-05 16:31:33.645530"
"100","105","112","115","135","130","2019-09-05 16:31:33.661856"
"101","105","112","115","135","130","2019-09-05 16:31:33.678273"
"100","105","112","116","135","130","2019-09-05 16:31:33.694590"
"100","105","112","116","135","130","2019-09-05 16:31:33.710981"
"100","105","112","116","135","130","2019-09-05 16:31:33.727404"
"100","105","112","116","135","130","2019-09-05 16:31:33.743855"
"100","105","112","116","135","129","2019-09-05 16:31:33.760095"
"100","105","113","116","135","129","2019-09-05 16:31:33.776595"
"100","105","113","116","135","129","2019-09-05 16:31:33.792855"
"100","105","112","116","135","130","2019-09-05 16:31:33.809266"
"100","105","112","116","135","130","2019-09-05 16:31:33.825757"
"100","106","112","116","135","129","2019-09-05 16:31:33.842201"
"100","106","112","116","135","130","2019-09-05 16:31:33.858544"
"101","105","113","116","135","130","2019-09-05 16:31:33.875097"
"100","105","113","116","135","130","2019-09-05 16:31:33.891387"
"100","105","113","116","135","130","2019-09-05 16:31:33.907795"
"100","105","113","116","135","130","2019-09-05 16:31:33.924074"
"100","105","113","116","135","130","2019-09-05 16:31:33.940511"
"100","105","113","116","135","130","2019-09-05 16:31:33.956842"
"100","105","113","116","135","130","2019-09-05 16:31:33.973366"
"100","105","113","116","135","130","2019-09-05 16:31:33.989577"
"100","105","113","116","135","130","2019-09-05 16:31:34.005889"
"100","105","112","116","135","130","2019-09-05 16:31:34.022303"
"100","105","112","116","135","130","2019-09-05 16:31:34.038853"
"100","106","113","116","135","130","2019-09-05 16:31:34.055125"
"100","105","113","116","135","130","2019-09-05 16:31:34.071506"
"100","105","113","116","135","130","2019-09-05 16:31:34.087837"
"100","105","112","116","135","130","2019-09-05 16:31:34.104265"
"100","105","112","116","135","130","2019-09-05 16:31:34.120646"
"100","105","112","116","135","130","2019-09-05 16:31:34.137077"
"100","105","112","116","135","130","2019-09-05 16:31:34.153445"
"100","105","112","116","135","130","2019-09-05 16:31:34.169766"
"101","105","112","116","134","130","2019-09-05 16:31:34.186287"
"100","105","112","116","135","130","2019-09-05 16:31:34.202707"
"100","105","112","116","135","130","2019-09-05 16:31:34.218976"
"100","105","112","116","134","129","2019-09-05 16:31:34.235505"
"100","105","112","116","134","130","2019-09-05 16:31:34.251799"
"100","105","112","116","134","129","2019-09-05 16:31:34.268165"
"100","105","112","116","134","129","2019-09-05 16:31:34.284514"
"100","105","112","116","134","129","2019-09-05 16:31:34.300968"
"100","105","112","116","134","129","2019-09-05 16:31:34.317306"
"100","105","112","115","134","129","2019-09-05 16:31:34.333624"
"100","105","112","115","134","129","2019-09-05 16:31:34.350051"
"100","105","112","115","134","129","2019-09-05 16:31:34.366493"
"100","105","112","115","134","129","2019-09-05 16:31:34.382992"
"100","105","112","116","134","129","2019-09-05 16:31:34.399122"
"100","105","112","115","133","129","2019-09-05 16:31:34.415476"
"100","105","112","115","133","129","2019-09-05 16:31:34.432016"
"100","105","112","115","133","129","2019-09-05 16:31:34.448444"
"100","105","112","116","133","128","2019-09-05 16:31:34.464798"
"100","105","112","115","133","128","2019-09-05 16:31:34.481149"
"101","105","112","115","133","128","2019-09-05 16:31:34.497455"
"100","105","112","115","133","128","2019-09-05 16:31:34.513991"
"100","105","112","116","133","128","2019-09-05 16:31:34.530415"
"100","105","112","115","133","128","2019-09-05 16:31:34.546715"
"101","105","112","115","133","128","2019-09-05 16:31:34.563148"
"100","105","112","116","134","128","2019-09-05 16:31:34.579394"
"100","105","112","116","133","128","2019-09-05 16:31:34.595822"
"100","105","112","115","133","128","2019-09-05 16:31:34.612143"
"100","105","112","116","133","128","2019-09-05 16:31:34.628641"
"100","105","112","116","133","128","2019-09-05 16:31:34.645062"
"101","105","112","116","133","128","2019-09-05 16:31:34.661568"
"100","105","112","116","134","128","2019-09-05 16:31:34.677631"
"100","105","112","116","134","128","2019-09-05 16:31:34.694090"
"100","105","112","116","134","128","2019-09-05 16:31:34.710552"
"100","105","112","116","134","128","2019-09-05 16:31:34.727032"
"100","105","112","116","134","128","2019-09-05 16:31:34.743327"
"100","105","112","115","134","128","2019-09-05 16:31:34.759664"
"100","105","112","116","134","128","2019-09-05 16:31:34.776191"
"100","105","112","116","134","128","2019-09-05 16:31:34.792377"
"100","105","112","116","134","128","2019-09-05 16:31:34.808738"
"100","105","112","116","134","128","2019-09-05 16:31:34.825132"
"100","105","112","116","134","128","2019-09-05 16:31:34.841685"
"101","105","112","116","134","128","2019-09-05 16:31:34.858052"
"100","105","112","116","134","128","2019-09-05 16:31:34.874315"
"100","105","112","116","134","128","2019-09-05 16:31:34.890664"
"100","105","112","116","134","128","2019-09-05 16:31:34.907066"
"100","105","112","116","134","128","2019-09-05 16:31:34.923429"
"100","105","112","116","134","128","2019-09-05 16:31:34.939808"
"101","105","113","116","134","128","2019-09-05 16:31:34.956170"
"100","105","112","116","134","128","2019-09-05 16:31:34.972694"
"100","105","112","116","134","128","2019-09-05 16:31:34.988958"
"100","105","112","116","134","128","2019-09-05 16:31:35.005380"
"100","105","112","116","134","128","2019-09-05 16:31:35.021686"
"100","105","112","116","134","128","2019-09-05 16:31:35.038005"
"100","105","112","115","134","128","2019-09-05 16:31:35.054626"
"100","105","112","116","134","129","2019-09-05 16:31:35.071039"
"100","105","112","116","133","128","2019-09-05 16:31:35.087493"
"100","105","112","116","134","128","2019-09-05 16:31:35.103797"
"100","105","112","116","134","128","2019-09-05 16:31:35.120049"
"100","105","112","116","134","128","2019-09-05 16:31:35.136477"
"100","105","112","116","133","128","2019-09-05 16:31:35.152949"
"100","105","112","116","134","128","2019-09-05 16:31:35.169216"
"100","105","112","116","134","128","2019-09-05 16:31:35.185711"
"100","105","112","116","134","128","2019-09-05 16:31:35.202110"
"101","105","112","116","133","128","2019-09-05 16:31:35.218410"
"100","105","112","116","133","128","2019-09-05 16:31:35.234806"
"100","105","112","115","133","128","2019-09-05 16:31:35.251143"
"100","105","112","115","133","128","2019-09-05 16:31:35.267619"
"100","105","112","115","133","128","2019-09-05 16:31:35.283980"
"100","105","112","115","133","128","2019-09-05 16:31:35.300351"
"100","105","112","115","133","128","2019-09-05 16:31:35.316728"
"100","105","112","115","133","128","2019-09-05 16:31:35.333210"
"100","105","112","115","133","127","2019-09-05 16:31:35.349598"
"100","105","112","115","133","128","2019-09-05 16:31:35.365831"
"101","105","112","115","133","128","2019-09-05 16:31:35.382267"
"100","105","112","115","133","127","2019-09-05 16:31:35.398760"
"101","105","112","115","133","127","2019-09-05 16:31:35.414993"
"100","105","112","115","133","127","2019-09-05 16:31:35.431381"
"335","320","258","213","181","158","2019-09-05 16:31:35.447755"
"185","215","225","215","197","170","2019-09-05 16:31:35.464166"
"101","142","171","185","191","176","2019-09-05 16:31:35.480499"
"100","117","138","154","176","167","2019-09-05 16:31:35.496910"
"100","108","122","134","162","158","2019-09-05 16:31:35.513210"
"100","106","115","123","151","150","2019-09-05 16:31:35.529762"
"100","105","113","118","143","143","2019-09-05 16:31:35.546108"
"100","105","112","116","139","138","2019-09-05 16:31:35.562607"
"100","105","112","115","137","134","2019-09-05 16:31:35.578815"
"100","105","112","115","135","132","2019-09-05 16:31:35.595289"
"100","105","112","115","134","131","2019-09-05 16:31:35.611629"
"100","105","112","115","134","130","2019-09-05 16:31:35.627996"
"100","105","112","115","133","129","2019-09-05 16:31:35.644361"
"100","105","112","115","133","128","2019-09-05 16:31:35.660788"
"100","105","112","116","133","128","2019-09-05 16:31:35.677243"
"100","105","112","116","134","128","2019-09-05 16:31:35.693649"
"100","105","112","116","133","128","2019-09-05 16:31:35.709923"
"100","105","112","116","134","128","2019-09-05 16:31:35.726414"
"100","105","112","116","133","128","2019-09-05 16:31:35.742793"
"100","105","112","116","133","128","2019-09-05 16:31:35.759141"
"100","105","112","116","133","128","2019-09-05 16:31:35.775526"
"100","105","112","116","133","128","2019-09-05 16:31:35.791822"
"100","105","112","116","133","128","2019-09-05 16:31:35.808306"
"100","105","112","116","134","128","2019-09-05 16:31:35.824679"
"100","105","112","116","134","128","2019-09-05 16:31:35.840865"
"100","105","112","116","134","128","2019-09-05 16:31:35.857363"
"100","105","112","116","133","128","2019-09-05 16:31:35.873764"
"100","105","113","116","134","128","2019-09-05 16:31:35.890079"
"100","105","112","116","133","128","2019-09-05 16:31:35.906538"
"100","105","112","116","134","128","2019-09-05 16:31:35.922892"
"100","105","112","116","134","128","2019-09-05 16:31:35.939398"
"100","105","112","116","134","128","2019-09-05 16:31:35.955675"
"101","105","112","116","133","128","2019-09-05 16:31:35.972211"
"100","105","113","116","134","128","2019-09-05 16:31:35.988396"
"100","105","112","116","134","128","2019-09-05 16:31:36.004983"
"100","105","112","116","134","128","2019-09-05 16:31:36.021103"
"100","105","112","116","133","128","2019-09-05 16:31:36.037616"
"101","105","112","116","133","128","2019-09-05 16:31:36.054052"
"100","105","112","116","133","128","2019-09-05 16:31:36.070297"
"100","105","112","116","133","127","2019-09-05 16:31:36.086801"
"100","105","112","116","133","128","2019-09-05 16:31:36.103166"
"100","105","112","115","133","127","2019-09-05 16:31:36.119561"
"100","105","112","115","133","127","2019-09-05 16:31:36.135917"
"101","105","112","115","133","128","2019-09-05 16:31:36.152357"
"100","105","112","115","133","128","2019-09-05 16:31:36.168657"
"100","105","112","116","133","128","2019-09-05 16:31:36.185063"
"100","105","112","116","133","128","2019-09-05 16:31:36.201464"
"100","105","112","115","133","128","2019-09-05 16:31:36.217979"
"100","105","112","115","133","128","2019-09-05 16:31:36.234226"
"100","105","112","115","132","127","2019-09-05 16:31:36.250646"
"100","105","112","115","132","127","2019-09-05 16:31:36.267004"
"100","105","112","115","132","127","2019-09-05 16:31:36.283324"
"100","105","112","115","132","127","2019-09-05 16:31:36.299785"
"100","105","112","115","132","127","2019-09-05 16:31:36.316219"
"100","105","112","115","132","127","2019-09-05 16:31:36.332560"
"100","105","112","115","132","127","2019-09-05 16:31:36.348953"
"100","105","112","115","132","127","2019-09-05 16:31:36.365220"
"100","105","112","115","132","127","2019-09-05 16:31:36.381607"
"100","105","112","115","132","127","2019-09-05 16:31:36.397970"
"100","105","112","115","132","127","2019-09-05 16:31:36.414340"
"101","105","112","115","132","126","2019-09-05 16:31:36.430793"
"100","105","112","115","132","126","2019-09-05 16:31:36.447192"
"100","105","112","115","132","126","2019-09-05 16:31:36.463716"
"100","105","112","115","132","126","2019-09-05 16:31:36.480013"
"100","105","112","115","132","126","2019-09-05 16:31:36.496273"
"100","105","112","115","132","126","2019-09-05 16:31:36.512653"
"100","105","112","115","132","126","2019-09-05 16:31:36.529169"
"100","105","112","115","132","126","2019-09-05 16:31:36.545457"
"100","105","112","115","132","126","2019-09-05 16:31:36.561766"
"100","105","112","115","132","126","2019-09-05 16:31:36.578354"
"100","105","112","115","132","126","2019-09-05 16:31:36.594583"
"101","105","112","115","132","126","2019-09-05 16:31:36.611007"
"100","105","112","115","132","126","2019-09-05 16:31:36.627382"
"100","105","112","115","132","126","2019-09-05 16:31:36.643949"
"100","105","112","115","132","126","2019-09-05 16:31:36.660198"
"100","105","112","115","132","126","2019-09-05 16:31:36.676566"
"100","105","112","115","132","126","2019-09-05 16:31:36.692945"
"100","105","112","115","132","126","2019-09-05 16:31:36.709375"
"100","105","112","116","132","126","2019-09-05 16:31:36.725710"
"101","105","112","116","132","126","2019-09-05 16:31:36.742121"
"100","105","112","116","133","126","2019-09-05 16:31:36.758453"
"101","105","112","115","133","126","2019-09-05 16:31:36.774857"
"100","105","112","116","133","126","2019-09-05 16:31:36.791249"
"100","105","112","115","133","126","2019-09-05 16:31:36.807726"
"100","105","112","115","133","126","2019-09-05 16:31:36.823855"
"100","105","112","115","133","126","2019-09-05 16:31:36.840270"
"100","105","112","115","133","127","2019-09-05 16:31:36.856690"
"100","105","112","116","133","127","2019-09-05 16:31:36.873218"
"100","105","112","116","133","127","2019-09-05 16:31:36.889548"
"100","105","112","116","133","126","2019-09-05 16:31:36.905993"
"100","105","112","116","133","127","2019-09-05 16:31:36.922347"
"101","105","112","116","133","127","2019-09-05 16:31:36.938667"
"100","105","112","115","133","127","2019-09-05 16:31:36.955046"
"100","105","112","116","133","127","2019-09-05 16:31:36.971461"
"101","105","112","116","133","127","2019-09-05 16:31:36.987741"
"100","105","112","116","133","127","2019-09-05 16:31:37.004100"
"100","105","112","115","133","127","2019-09-05 16:31:37.020521"
"100","105","112","116","133","127","2019-09-05 16:31:37.037055"
"100","105","112","116","133","127","2019-09-05 16:31:37.053386"
"100","105","112","116","133","127","2019-09-05 16:31:37.069738"
"100","105","112","115","133","127","2019-09-05 16:31:37.086109"
"996","699","508","380","265","200","2019-09-05 16:31:37.102570"
"100","299","359","353","294","236","2019-09-05 16:31:37.118960"
"100","171","236","272","273","241","2019-09-05 16:31:37.135270"
"100","124","163","200","235","225","2019-09-05 16:31:37.151746"
"100","109","130","154","199","202","2019-09-05 16:31:37.168049"
"100","105","117","131","173","180","2019-09-05 16:31:37.184519"
"100","105","113","121","156","164","2019-09-05 16:31:37.200861"
"100","105","112","117","146","152","2019-09-05 16:31:37.217307"
"100","105","112","115","141","144","2019-09-05 16:31:37.233621"
"100","105","112","115","138","139","2019-09-05 16:31:37.249968"
"100","105","112","115","136","135","2019-09-05 16:31:37.266381"
"100","105","112","115","135","134","2019-09-05 16:31:37.282770"
"100","105","112","115","134","132","2019-09-05 16:31:37.299163"
"100","105","112","115","134","131","2019-09-05 16:31:37.315442"
"100","105","112","115","133","130","2019-09-05 16:31:37.331845"
"100","105","112","115","133","130","2019-09-05 16:31:37.348227"
"100","105","112","115","133","129","2019-09-05 16:31:37.364608"
"100","105","112","115","133","129","2019-09-05 16:31:37.381043"
"100","105","112","115","133","128","2019-09-05 16:31:37.397281"
"100","105","112","115","132","128","2019-09-05 16:31:37.413838"
"100","105","112","115","133","128","2019-09-05 16:31:37.430232"
"100","105","112","115","133","128","2019-09-05 16:31:37.446605"
"100","105","112","115","133","128","2019-09-05 16:31:37.463003"
"100","105","112","115","133","127","2019-09-05 16:31:37.479365"
"100","105","112","115","133","127","2019-09-05 16:31:37.495796"
"101","105","112","115","132","127","2019-09-05 16:31:37.512248"
"100","105","112","115","132","127","2019-09-05 16:31:37.528603"
"100","105","112","116","132","127","2019-09-05 16:31:37.544895"
"100","105","112","116","133","127","2019-09-05 16:31:37.561248"
"100","105","112","115","132","127","2019-09-05 16:31:37.577596"
"100","105","112","115","132","127","2019-09-05 16:31:37.594057"
"101","105","112","115","132","127","2019-09-05 16:31:37.610337"
"100","105","112","115","132","127","2019-09-05 16:31:37.626810"
"100","105","112","115","132","126","2019-09-05 16:31:37.643052"
"100","105","112","115","132","126","2019-09-05 16:31:37.659400"
"100","105","112","115","132","126","2019-09-05 16:31:37.675898"
"100","105","112","115","132","126","2019-09-05 16:31:37.692264"
"100","105","112","115","132","126","2019-09-05 16:31:37.708700"
"100","105","112","115","133","127","2019-09-05 16:31:37.725880"
"100","105","112","116","133","126","2019-09-05 16:31:37.741609"
"100","105","112","115","133","127","2019-09-05 16:31:37.757701"
"100","105","112","115","133","127","2019-09-05 16:31:37.774171"
"100","105","112","115","133","127","2019-09-05 16:31:37.790606"
"100","105","112","116","133","127","2019-09-05 16:31:37.807031"
"100","105","112","116","133","127","2019-09-05 16:31:37.823332"
"100","105","112","116","133","127","2019-09-05 16:31:37.839789"
"100","105","112","115","133","127","2019-09-05 16:31:37.856133"
"100","105","112","116","133","127","2019-09-05 16:31:37.872672"
"100","105","112","115","133","127","2019-09-05 16:31:37.888883"
"100","105","112","116","133","127","2019-09-05 16:31:37.905320"
"100","105","112","116","133","127","2019-09-05 16:31:37.921749"
"100","105","112","115","133","127","2019-09-05 16:31:37.937966"
"100","105","112","115","133","127","2019-09-05 16:31:37.954389"
"101","105","112","116","133","127","2019-09-05 16:31:37.970847"
"100","105","112","116","133","127","2019-09-05 16:31:37.987079"
"100","105","112","115","132","127","2019-09-05 16:31:38.003615"
"100","105","112","116","133","127","2019-09-05 16:31:38.019998"
"100","105","112","115","133","127","2019-09-05 16:31:38.036160"
"100","105","112","115","132","127","2019-09-05 16:31:38.052730"
"100","105","112","116","132","127","2019-09-05 16:31:38.069021"
"100","105","112","115","132","127","2019-09-05 16:31:38.085485"
"100","105","112","115","132","127","2019-09-05 16:31:38.101911"
"100","105","112","115","132","127","2019-09-05 16:31:38.118111"
"100","105","112","115","132","127","2019-09-05 16:31:38.134676"
"100","105","112","115","132","127","2019-09-05 16:31:38.151036"
"100","105","112","115","132","127","2019-09-05 16:31:38.167490"
"100","105","112","115","132","127","2019-09-05 16:31:38.183708"
"100","104","112","115","132","127","2019-09-05 16:31:38.200194"
"100","105","112","115","132","127","2019-09-05 16:31:38.216643"
"100","105","112","115","132","126","2019-09-05 16:31:38.232979"
"100","105","112","115","132","127","2019-09-05 16:31:38.249398"
"100","105","112","115","132","126","2019-09-05 16:31:38.265737"
"100","105","112","115","132","126","2019-09-05 16:31:38.282022"
"100","105","112","115","132","126","2019-09-05 16:31:38.298407"
"101","105","112","115","132","126","2019-09-05 16:31:38.314858"
"100","105","112","115","132","126","2019-09-05 16:31:38.331157"
"100","105","112","115","132","126","2019-09-05 16:31:38.347478"
"100","105","112","115","132","126","2019-09-05 16:31:38.363986"
"101","105","112","115","131","126","2019-09-05 16:31:38.380486"
"100","105","112","115","132","126","2019-09-05 16:31:38.396755"
"100","105","112","115","132","126","2019-09-05 16:31:38.413202"
"100","105","112","115","132","126","2019-09-05 16:31:38.429632"
"100","105","112","115","132","125","2019-09-05 16:31:38.446020"
"100","105","112","115","132","126","2019-09-05 16:31:38.462277"
"100","105","112","115","132","125","2019-09-05 16:31:38.478677"
"100","105","112","115","131","125","2019-09-05 16:31:38.495086"
"100","105","112","115","132","125","2019-09-05 16:31:38.511478"
"100","104","112","115","132","125","2019-09-05 16:31:38.527806"
"100","105","112","115","132","125","2019-09-05 16:31:38.544202"
"100","105","112","115","132","125","2019-09-05 16:31:38.560589"
"101","105","112","115","132","125","2019-09-05 16:31:38.576956"
"100","105","112","115","132","125","2019-09-05 16:31:38.593331"
"100","105","112","115","132","125","2019-09-05 16:31:38.609964"
"100","105","112","115","132","125","2019-09-05 16:31:38.626220"
"100","105","112","115","132","125","2019-09-05 16:31:38.642583"
"100","105","112","115","132","125","2019-09-05 16:31:38.658807"
"100","105","112","115","132","125","2019-09-05 16:31:38.675330"
"100","105","112","115","132","125","2019-09-05 16:31:38.691654"
"100","105","112","115","132","125","2019-09-05 16:31:38.708150"
"100","105","112","115","132","125","2019-09-05 16:31:38.724490"
"100","105","112","115","132","125","2019-09-05 16:31:38.740909"
"100","105","112","115","132","125","2019-09-05 16:31:38.757283"
"100","105","112","115","132","125","2019-09-05 16:31:38.773694"
"100","105","112","116","132","126","2019-09-05 16:31:38.789927"
"100","105","112","116","132","126","2019-09-05 16:31:38.806387"
"100","105","112","115","132","126","2019-09-05 16:31:38.822747"
"100","105","112","115","132","126","2019-09-05 16:31:38.839118"
"100","105","112","115","132","126","2019-09-05 16:31:38.855643"
